1.872023e+01	8.932274e+00	-7.855530e-01
1.452701e+01	7.881887e+00	-1.480237e+00
9.292388e+00	8.467365e+00	-3.780354e-01
5.123725e+00	1.730657e+01	-3.722288e+00
1.499730e+01	1.094445e+01	-9.538731e-01
1.249376e+01	1.382172e+01	-9.872521e-01
9.259748e+00	8.471424e+00	-3.866450e-01
6.140235e+00	9.508906e+00	0.000000e+00
1.108472e+01	1.722185e+01	0.000000e+00
5.335169e+00	1.482398e+01	-2.308780e-01
6.340103e+00	1.329965e+01	0.000000e+00
1.064023e+01	9.547668e+00	-7.810904e-01
1.298904e+01	7.811449e+00	-5.384325e-01
3.564080e+00	1.361112e+01	-1.389985e+00
1.630275e+01	1.660098e+01	-9.260574e-01
2.002009e+01	1.299030e+01	0.000000e+00
8.455836e+00	1.135449e+01	-1.636785e-01
1.264518e+01	1.722670e+01	0.000000e+00
1.228297e+01	7.335095e+00	-7.924725e-01
1.129202e+01	1.051427e+01	0.000000e+00
6.060243e+00	9.196970e+00	0.000000e+00
6.140235e+00	9.508906e+00	0.000000e+00
6.345907e+00	1.322435e+01	0.000000e+00
7.858265e+00	1.134862e+01	0.000000e+00
1.129202e+01	1.051427e+01	0.000000e+00
6.340103e+00	1.329965e+01	0.000000e+00
1.167156e+01	1.051427e+01	0.000000e+00
1.016115e+01	1.636592e+01	0.000000e+00
1.264518e+01	1.701442e+01	0.000000e+00
1.842909e+01	1.356549e+01	0.000000e+00
1.108472e+01	1.722185e+01	0.000000e+00
2.002009e+01	1.299030e+01	0.000000e+00
1.264518e+01	1.722670e+01	0.000000e+00
1.966422e+01	1.398303e+01	0.000000e+00
1.310174e+01	1.775235e+01	0.000000e+00
2.086338e+01	1.554240e+01	0.000000e+00
1.014797e+01	2.035254e+01	-2.020785e-02
8.455836e+00	1.160802e+01	-1.636785e-01
8.455836e+00	1.135449e+01	-1.636785e-01
5.335169e+00	1.482398e+01	-2.308780e-01
1.218104e+01	8.491722e+00	0.000000e+00
1.177003e+01	8.516702e+00	0.000000e+00
5.810602e+00	1.273968e+01	0.000000e+00
5.605569e+00	1.429718e+01	0.000000e+00
6.060243e+00	9.196970e+00	0.000000e+00
6.140235e+00	9.508906e+00	0.000000e+00
6.140235e+00	9.737577e+00	0.000000e+00
1.109237e+01	1.008650e+01	0.000000e+00
1.142225e+01	9.759517e+00	0.000000e+00
6.339520e+00	1.340028e+01	0.000000e+00
1.098893e+01	1.051427e+01	0.000000e+00
7.858265e+00	1.134862e+01	0.000000e+00
6.340103e+00	1.329965e+01	0.000000e+00
7.858265e+00	1.134862e+01	0.000000e+00
6.345907e+00	1.322435e+01	0.000000e+00
2.324897e+01	9.925841e+00	0.000000e+00
6.686954e+00	1.322435e+01	0.000000e+00
1.129202e+01	1.051427e+01	0.000000e+00
9.685003e+00	1.881119e+01	0.000000e+00
1.167156e+01	1.051427e+01	0.000000e+00
4.297834e+00	9.175520e+00	0.000000e+00
1.128381e+01	8.528406e+00	0.000000e+00
4.131352e+00	1.616980e+01	0.000000e+00
1.079295e+01	8.851532e+00	0.000000e+00
1.177003e+01	8.516702e+00	0.000000e+00
1.218104e+01	8.491722e+00	0.000000e+00
5.315724e+00	9.470768e+00	0.000000e+00
6.060243e+00	9.196970e+00	0.000000e+00
6.031927e+00	1.078964e+01	0.000000e+00
6.072264e+00	9.196970e+00	0.000000e+00
5.605569e+00	1.429718e+01	0.000000e+00
5.810602e+00	1.273968e+01	0.000000e+00
2.345693e+01	9.276699e+00	0.000000e+00
5.657150e+00	1.429718e+01	0.000000e+00
6.140235e+00	9.508906e+00	0.000000e+00
6.145745e+00	9.549229e+00	0.000000e+00
6.140235e+00	9.737577e+00	0.000000e+00
5.812772e+00	1.848957e+01	0.000000e+00
6.672400e+00	9.737577e+00	0.000000e+00
6.339520e+00	1.340028e+01	0.000000e+00
4.297834e+00	8.503473e+00	0.000000e+00
2.345693e+01	8.127648e+00	0.000000e+00
1.358916e+01	8.240601e+00	0.000000e+00
1.218104e+01	8.491722e+00	0.000000e+00
4.131352e+00	1.616980e+01	0.000000e+00
5.930788e+00	9.035526e+00	0.000000e+00
1.177003e+01	8.516702e+00	0.000000e+00
1.079295e+01	8.851532e+00	0.000000e+00
1.128381e+01	8.528406e+00	0.000000e+00
4.297834e+00	9.175520e+00	0.000000e+00
6.044055e+00	9.460867e+00	0.000000e+00
4.643074e+00	1.616980e+01	0.000000e+00
2.189013e+01	8.537110e+00	0.000000e+00
6.060243e+00	9.196970e+00	0.000000e+00
5.315724e+00	9.470768e+00	0.000000e+00
4.648800e+00	1.635060e+01	0.000000e+00
6.072264e+00	9.196970e+00	0.000000e+00
5.605569e+00	1.429718e+01	0.000000e+00
5.810602e+00	1.273968e+01	0.000000e+00
6.031927e+00	1.078964e+01	0.000000e+00
4.110700e+00	1.680436e+01	0.000000e+00
6.336064e+00	7.031518e+00	0.000000e+00
4.131352e+00	1.616980e+01	0.000000e+00
4.297834e+00	8.503473e+00	0.000000e+00
4.743106e+00	8.776271e+00	0.000000e+00
4.297834e+00	9.175520e+00	0.000000e+00
1.176315e+01	8.516702e+00	0.000000e+00
4.297834e+00	9.175520e+00	0.000000e+00
4.297834e+00	9.175520e+00	0.000000e+00
1.128381e+01	8.528406e+00	0.000000e+00
2.264247e+01	8.127648e+00	0.000000e+00
1.218104e+01	8.491722e+00	0.000000e+00
1.358916e+01	8.240601e+00	0.000000e+00
4.504287e+00	1.639793e+01	0.000000e+00
4.643074e+00	1.554923e+01	0.000000e+00
2.345693e+01	8.127648e+00	0.000000e+00
1.177003e+01	8.516702e+00	0.000000e+00
5.315724e+00	8.816172e+00	0.000000e+00
2.189013e+01	8.537110e+00	0.000000e+00
4.643074e+00	1.616980e+01	0.000000e+00
6.336064e+00	7.031518e+00	0.000000e+00
3.190449e+00	1.013630e+01	0.000000e+00
3.757986e+00	8.143717e+00	0.000000e+00
6.336064e+00	7.031518e+00	0.000000e+00
3.814951e+00	8.503473e+00	0.000000e+00
2.288437e+01	7.056062e+00	0.000000e+00
4.065229e+00	8.259716e+00	0.000000e+00
1.358916e+01	8.240601e+00	0.000000e+00
2.264247e+01	8.127648e+00	0.000000e+00
2.345693e+01	8.127648e+00	0.000000e+00
1.218104e+01	8.491722e+00	0.000000e+00
4.297834e+00	8.503473e+00	0.000000e+00
4.131352e+00	1.616980e+01	0.000000e+00
4.110700e+00	1.680436e+01	0.000000e+00
2.353196e+01	7.691300e+00	0.000000e+00
1.176315e+01	8.516702e+00	0.000000e+00
4.190050e+00	1.680436e+01	0.000000e+00
4.743106e+00	8.776271e+00	0.000000e+00
1.128381e+01	8.528406e+00	0.000000e+00
4.297834e+00	9.175520e+00	0.000000e+00
9.012684e+00	5.742638e+00	0.000000e+00
3.749170e+00	8.259716e+00	0.000000e+00
3.908404e+00	7.502096e+00	0.000000e+00
6.336064e+00	7.031518e+00	0.000000e+00
3.757986e+00	8.143717e+00	0.000000e+00
3.190449e+00	1.013630e+01	0.000000e+00
6.336064e+00	7.031518e+00	0.000000e+00
3.382317e+00	1.103881e+01	0.000000e+00
5.024849e+00	8.169763e+00	0.000000e+00
4.338595e+00	8.187808e+00	0.000000e+00
4.065229e+00	8.259716e+00	0.000000e+00
3.814951e+00	8.503473e+00	0.000000e+00
2.237538e+01	6.818207e+00	0.000000e+00
