# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 4, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.214409e-04	1.242688e+00	1.179524e+00	3.601338e-01	4.781075e-05	4.725065e-01	-8.607873e-03	-1.398483e-01	0.000000e+00	1	1.000000e+14
1.888987e+00	1.720189e-01	2.384923e-02	1.621856e-01	6.815472e-01	7.882247e-01	6.216328e-01	-1.234637e-01	0.000000e+00	1	1.000000e+14
9.057574e-01	1.720875e-01	2.384923e-02	1.634070e-01	6.815472e-01	7.882247e-01	-3.694525e-03	-1.222423e-01	0.000000e+00	1	2.694152e-01
1.888987e+00	1.720189e-01	2.384923e-02	1.621856e-01	6.815472e-01	7.882247e-01	6.216328e-01	-1.234637e-01	0.000000e+00	1	2.603019e-01
1.714664e-04	1.024073e+00	6.078522e-01	6.196783e-01	4.781075e-05	-9.916562e-02	1.109299e-02	1.196962e-01	0.000000e+00	1	9.081655e-02
1.276674e-04	1.218171e+00	1.154279e+00	6.351052e-01	4.781075e-05	4.472612e-01	-8.963326e-03	1.351231e-01	0.000000e+00	1	9.064331e-02
6.207063e-01	1.971109e-01	5.617522e-03	1.616413e-01	6.127695e-01	4.728427e-01	2.011046e-01	3.832594e-01	0.000000e+00	1	7.943774e-02
8.713772e-01	1.721142e-01	2.384923e-02	1.638692e-01	6.815472e-01	7.882247e-01	-4.150812e-02	-1.217801e-01	0.000000e+00	1	6.636735e-02
2.200108e-01	6.521487e-01	6.226680e-01	4.910591e-01	2.086385e-01	2.514573e-02	6.026732e-02	1.934854e-01	0.000000e+00	1	3.617715e-02
2.397928e-01	6.061320e-01	4.258926e-01	5.648132e-01	2.386930e-01	-6.051966e-02	1.936939e-01	3.483077e-01	0.000000e+00	1	3.575070e-02
3.483743e-01	4.299888e-01	3.712512e-01	3.478337e-01	3.465634e-01	3.232849e-01	-2.809215e-01	-7.362204e-02	0.000000e+00	1	3.540927e-02
3.013348e-01	4.886919e-01	3.629232e-01	3.703626e-01	3.010208e-01	1.874979e-01	-2.452169e-02	1.333335e-01	0.000000e+00	1	3.233778e-02
3.317148e-01	4.819079e-01	2.948831e-01	2.343268e-01	3.205016e-01	1.945803e-01	-2.670692e-02	-6.986862e-02	0.000000e+00	1	3.155648e-02
1.505405e-01	7.311332e-01	5.754547e-01	3.595826e-01	1.493554e-01	-8.386923e-02	1.852071e-02	-1.200189e-01	0.000000e+00	1	2.797605e-02
5.529910e-01	2.535462e-01	6.706525e-02	2.510508e-01	4.983350e-01	-3.603076e-01	3.912988e-02	-3.305034e-02	0.000000e+00	1	2.729970e-02
2.497323e-01	5.924415e-01	3.555293e-01	5.368766e-01	2.470034e-01	-9.209590e-02	1.996311e-01	3.347146e-01	0.000000e+00	1	2.387025e-02
3.932978e-01	3.843783e-01	3.136510e-01	4.183254e-01	3.882556e-01	2.106976e-01	-2.299510e-01	-1.809631e-01	0.000000e+00	1	2.350749e-02
4.430684e-01	3.716033e-01	2.704381e-02	4.974774e-01	4.424657e-01	-3.174897e-01	-7.975135e-02	-1.189326e-01	0.000000e+00	1	2.343802e-02
2.984259e-01	5.384957e-01	3.049602e-01	5.127459e-01	2.832584e-01	4.375523e-02	1.589219e-01	3.132230e-01	0.000000e+00	1	2.325822e-02
8.713772e-01	1.721142e-01	2.384923e-02	1.638692e-01	6.815472e-01	7.882247e-01	-4.150812e-02	-1.217801e-01	0.000000e+00	1	2.077416e-02
2.596343e-01	5.557556e-01	4.349713e-01	4.082046e-01	2.546453e-01	2.514573e-02	6.026732e-02	2.151069e-01	0.000000e+00	1	2.038985e-02
1.283629e-01	7.716197e-01	6.732477e-01	4.249119e-01	1.280976e-01	2.723901e-02	2.226621e-02	-9.321215e-02	0.000000e+00	1	1.701856e-02
4.969973e-01	2.615300e-01	7.922214e-02	2.127316e-01	4.927317e-01	-3.719901e-01	3.033628e-01	-1.160179e-01	0.000000e+00	1	1.688563e-02
1.661247e-01	7.120459e-01	5.078049e-01	3.503965e-01	1.609638e-01	-1.535742e-01	1.525996e-01	-9.990616e-02	0.000000e+00	1	1.539599e-02
1.332576e-01	7.533219e-01	5.800366e-01	4.176470e-01	1.327355e-01	-6.953457e-02	3.827833e-02	-9.385660e-02	0.000000e+00	1	1.500945e-02
6.029814e-01	2.268273e-01	4.901285e-02	2.025642e-01	5.888265e-01	2.888116e-01	1.779045e-01	4.583122e-01	0.000000e+00	1	1.484153e-02
6.029814e-01	2.268273e-01	4.901285e-02	2.025642e-01	5.888265e-01	2.888116e-01	1.779045e-01	4.583122e-01	0.000000e+00	1	1.449958e-02
2.547895e-01	5.635183e-01	4.381865e-01	3.301942e-01	2.523472e-01	1.681517e-02	1.857151e-01	1.348113e-01	0.000000e+00	1	1.439064e-02
8.259022e-04	1.002009e+00	6.663578e-01	5.262121e-01	1.636667e-04	-4.044443e-02	2.564107e-02	2.627312e-02	0.000000e+00	1	1.418934e-02
6.190568e-01	2.015966e-01	4.874974e-03	1.177804e-01	6.128526e-01	4.728427e-01	1.900491e-01	3.391135e-01	0.000000e+00	1	1.352942e-02
3.907297e-02	9.287552e-01	6.750748e-01	5.025645e-01	3.644336e-02	2.928833e-02	2.226621e-02	-2.109873e-03	0.000000e+00	1	1.351772e-02
1.259612e-01	7.857837e-01	6.749594e-01	4.052137e-01	1.201742e-01	3.535139e-02	-8.480495e-02	-1.218890e-01	0.000000e+00	1	1.329433e-02
5.529910e-01	2.535462e-01	6.706525e-02	2.510508e-01	4.983350e-01	-3.603076e-01	3.912988e-02	-3.305034e-02	0.000000e+00	1	1.323291e-02
