# This file contains the data of final population
# of objectives = 2, # of constraints = 2, # of real_var = 16, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
2.617643e-01	1.278577e+00	4.115555e-01	3.293382e-01	2.031123e-01	-2.181307e-01	-1.164782e-01	-2.510209e-01	8.109202e-02	2.277727e-01	2.852570e-01	-4.030782e-01	2.020029e-01	4.792343e-01	1.550441e-01	1.910122e-01	1.740148e-01	1.142174e-01	1.508560e-01	-1.200234e-01	0.000000e+00	1	1.311542e-01
6.565684e-01	4.584757e-01	4.457611e-02	3.487403e-01	5.393419e-01	-2.118152e-01	4.805117e-02	-3.285904e-01	1.106957e-01	-3.413603e-01	3.174545e-01	-2.800729e-01	9.916786e-02	-4.549896e-03	3.674062e-01	-2.350879e-01	2.900695e-01	2.393337e-01	3.452966e-01	6.250351e-01	0.000000e+00	1	3.742232e-01
2.545523e-01	1.447454e+00	8.190358e-01	6.626878e-01	2.036424e-01	1.888113e-01	-2.139591e-01	8.198283e-02	-1.197578e-02	3.262930e-01	1.192628e-01	-4.934199e-01	9.187658e-02	1.581591e-01	1.226397e-01	-3.450903e-01	2.001604e-01	3.768075e-01	1.548876e-02	4.782922e-02	0.000000e+00	1	1.469791e-01
2.769536e-01	9.532639e-01	3.163488e-01	4.436542e-01	2.645846e-01	-2.659610e-01	1.464703e-01	-5.132367e-02	1.850257e-01	-1.910736e-01	1.865560e-01	5.513320e-01	1.974797e-01	1.494856e-01	2.058375e-01	-8.305210e-02	9.738428e-02	3.046927e-01	-9.090285e-02	4.211690e-01	0.000000e+00	1	1.417376e-01
9.764338e-01	2.621352e-01	5.308487e-02	1.490402e-01	5.805080e-01	-2.010499e-01	1.631053e-01	-4.150501e-01	1.001290e-01	-1.604936e-01	1.699327e-01	-1.100791e-01	1.614368e-01	2.577308e-01	1.545913e-01	3.417237e-01	1.432095e-01	4.752009e-01	-1.519551e-01	4.241369e-01	0.000000e+00	1	1.000000e+14
2.387222e-01	2.176154e+00	8.032344e-01	9.335389e-01	2.028724e-01	1.737954e-01	-1.080614e-01	3.533414e-01	9.845662e-02	5.132950e-01	1.428596e-01	-3.999618e-01	2.039454e-01	2.956712e-01	5.923247e-02	-2.519984e-01	2.347562e-01	2.874701e-01	1.467570e-01	7.352829e-01	0.000000e+00	1	1.149690e-01
2.387583e-01	1.838228e+00	4.324459e-01	1.274013e+00	1.993701e-01	-1.931529e-01	-2.522668e-02	6.965258e-01	1.101076e-01	-1.040363e-01	7.924184e-02	-4.781308e-01	1.237723e-01	9.406926e-02	1.768631e-01	1.678149e-01	1.113078e-01	4.482978e-01	3.000322e-01	4.096629e-01	0.000000e+00	1	1.821224e-01
2.131874e-01	2.383504e+00	4.037471e-01	4.834636e-01	2.031576e-01	-2.259854e-01	8.484062e-03	-9.692569e-02	-2.681593e-03	2.763385e-01	5.978989e-02	-9.276457e-01	1.020974e-01	-4.802992e-01	1.350910e-01	5.274588e-01	9.004838e-02	4.929093e-01	1.294551e-01	6.041076e-01	0.000000e+00	1	1.000000e+14
4.039741e-01	7.037245e-01	3.268766e-01	4.462581e-01	2.638447e-01	-2.576378e-01	-8.413861e-02	-5.132367e-02	2.486724e-01	4.595778e-02	4.766330e-01	1.707391e-01	1.974797e-01	1.756556e-01	1.799509e-01	-8.305210e-02	8.752123e-02	3.166024e-01	-9.094521e-02	4.216203e-01	0.000000e+00	1	3.101927e-01
2.780339e-01	7.224420e-01	3.246720e-01	4.436542e-01	2.645846e-01	-2.576378e-01	1.601317e-01	-5.132367e-02	2.403987e-01	-1.910736e-01	1.865560e-01	1.707391e-01	1.974797e-01	1.756556e-01	2.059863e-01	-8.305210e-02	9.738428e-02	3.046927e-01	-9.094521e-02	4.216203e-01	0.000000e+00	1	1.369069e-01
2.133134e-01	2.255290e+00	4.037471e-01	4.834636e-01	2.031576e-01	-2.259854e-01	8.484062e-03	-9.692569e-02	-2.681593e-03	2.763385e-01	5.978989e-02	-9.276457e-01	1.020974e-01	-4.802992e-01	1.788984e-01	5.274588e-01	9.004838e-02	3.125597e-01	1.294551e-01	6.041076e-01	0.000000e+00	1	6.559949e-02
2.780339e-01	7.224420e-01	3.246720e-01	4.436542e-01	2.645846e-01	-2.576378e-01	1.601317e-01	-5.132367e-02	2.403987e-01	-1.910736e-01	1.865560e-01	1.707391e-01	1.974797e-01	1.756556e-01	2.059863e-01	-8.305210e-02	9.738428e-02	3.046927e-01	-9.094521e-02	4.216203e-01	0.000000e+00	1	5.119370e-03
8.419954e-01	3.334313e-01	5.833873e-02	3.269179e-01	5.458107e-01	-2.126358e-01	1.697290e-01	-3.504957e-01	2.442124e-01	-3.395092e-01	1.576083e-01	-3.987855e-01	9.425417e-02	-6.877368e-02	1.556287e-01	1.220700e-01	6.637618e-01	1.754591e-01	3.483858e-01	5.567438e-01	0.000000e+00	1	2.558195e-01
1.399065e+00	3.158967e-01	7.455901e-02	2.461700e-01	5.608385e-01	-2.104356e-01	-4.781558e-01	-4.057011e-01	-2.643885e-01	-3.009174e-01	4.379678e-02	-1.117063e-01	2.211113e-01	-8.783946e-03	1.518920e-01	6.735446e-02	3.675092e-01	2.702480e-01	4.782733e-01	1.842849e-01	0.000000e+00	2	2.908935e-01
